"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"Mother-in-law","59","12.75","0","0","Mother-in-law","20","6.25","0","NaN","Mother-in-law","28","15.98","0","0","Mother-in-law","107","9.63","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10k. A restaurant or coffee shop (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10k. A restaurant or coffee shop (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10k. A restaurant or coffee shop (Father-in-law)","","","","","Who prevented you from going to this place? (Select all that apply)    G10k. A restaurant or coffee shop (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","369","91.64","1","100","0","275","95.01","0","NaN","0","138","97.34","2","100","0","782","95.01","3","100"
"Father-in-law","27","8.36","0","0","Father-in-law","11","4.99","0","NaN","Father-in-law","13","2.66","0","0","Father-in-law","51","4.99","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place? (Select all that apply)    G10k. A restaurant or coffee shop (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10k. A restaurant or coffee shop (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10k. A restaurant or coffee shop (Other family member)","","","","","Who prevented you from going to this place? (Select all that apply)    G10k. A restaurant or coffee shop (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","361","87.01","1","100","0","218","75.78","0","NaN","0","135","92.98","2","100","0","714","81.72","3","100"
"Other family member","35","12.99","0","0","Other family member","68","24.22","0","NaN","Other family member","16","7.02","0","0","Other family member","119","18.28","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10l. A health center or doctor, for yourself or your child (Husband)","","","","","G10l. A health center or doctor, for yourself or your child (Husband)","","","","","G10l. A health center or doctor, for yourself or your child (Husband)","","","","","G10l. A health center or doctor, for yourself or your child (Husband)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","49","21.26","0","NaN","0","33","19.31","0","NaN","0","14","11.69","0","0","0","96","16.87","0","0"
"Husband","177","78.74","0","NaN","Husband","207","80.69","0","NaN","Husband","125","88.31","2","100","Husband","509","83.13","2","100"
"","","","","","","","","","","","","","","","","","","",""
"G10l. A health center or doctor, for yourself or your child (Mother-in-law)","","","","","G10l. A health center or doctor, for yourself or your child (Mother-in-law)","","","","","G10l. A health center or doctor, for yourself or your child (Mother-in-law)","","","","","G10l. A health center or doctor, for yourself or your child (Mother-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","174","76.33","0","NaN","0","225","92.91","0","NaN","0","123","94.68","2","100","0","522","91.74","2","100"
"Mother-in-law","52","23.67","0","NaN","Mother-in-law","15","7.09","0","NaN","Mother-in-law","16","5.32","0","0","Mother-in-law","83","8.26","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10l. A health center or doctor, for yourself or your child (Father-in-law)","","","","","G10l. A health center or doctor, for yourself or your child (Father-in-law)","","","","","G10l. A health center or doctor, for yourself or your child (Father-in-law)","","","","","G10l. A health center or doctor, for yourself or your child (Father-in-law)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","197","85.57","0","NaN","0","232","93.88","0","NaN","0","132","99.58","2","100","0","561","94.97","2","100"
"Father-in-law","29","14.43","0","NaN","Father-in-law","8","6.12","0","NaN","Father-in-law","7","0.42","0","0","Father-in-law","44","5.03","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10l. A health center or doctor, for yourself or your child (Other family member)","","","","","G10l. A health center or doctor, for yourself or your child (Other family member)","","","","","G10l. A health center or doctor, for yourself or your child (Other family member)","","","","","G10l. A health center or doctor, for yourself or your child (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","189","77.02","0","NaN","0","168","65.69","0","NaN","0","118","84.5","2","100","0","475","73.47","2","100"
"Other family member","37","22.98","0","NaN","Other family member","72","34.31","0","NaN","Other family member","21","15.5","0","0","Other family member","130","26.53","0","0"
"","","","","","","","","","","","","","","","","","","",""
"G10Xa. The market in order to buy goods (Mother)","","","","","G10Xa. The market in order to buy goods (Mother)","","","","","G10Xa. The market in order to buy goods (Mother)","","","","","G10Xa. The market in order to buy goods (Mother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","21","63.52","0","NaN","0","27","43.3","0","NaN","0","17","52.11","0","NaN","0","65","47.1","0","NaN"
"Mother","18","36.48","0","NaN","Mother","42","56.7","0","NaN","Mother","17","47.89","0","NaN","Mother","77","52.9","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xa. The market in order to buy goods (Father)","","","","","G10Xa. The market in order to buy goods (Father)","","","","","G10Xa. The market in order to buy goods (Father)","","","","","G10Xa. The market in order to buy goods (Father)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","26","74.2","0","NaN","0","33","53.13","0","NaN","0","25","67.9","0","NaN","0","84","58.76","0","NaN"
"Father","13","25.8","0","NaN","Father","36","46.87","0","NaN","Father","9","32.1","0","NaN","Father","58","41.24","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xa. The market in order to buy goods (Elder brother)","","","","","G10Xa. The market in order to buy goods (Elder brother)","","","","","G10Xa. The market in order to buy goods (Elder brother)","","","","","G10Xa. The market in order to buy goods (Elder brother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","34","90.36","0","NaN","0","59","81.24","0","NaN","0","32","94.09","0","NaN","0","125","85.62","0","NaN"
"Elder brother","5","9.64","0","NaN","Elder brother","10","18.76","0","NaN","Elder brother","2","5.91","0","NaN","Elder brother","17","14.38","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xa. The market in order to buy goods (Elder Sister)","","","","","G10Xa. The market in order to buy goods (Elder Sister)","","","","","G10Xa. The market in order to buy goods (Elder Sister)","","","","","G10Xa. The market in order to buy goods (Elder Sister)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","39","100","0","NaN","0","63","89.2","0","NaN","0","32","99.89","0","NaN","0","134","93.03","0","NaN"
"Elder Sister","0","0","0","NaN","Elder Sister","6","10.8","0","NaN","Elder Sister","2","0.11","0","NaN","Elder Sister","8","6.97","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xa. The market in order to buy goods (Other family member)","","","","","G10Xa. The market in order to buy goods (Other family member)","","","","","G10Xa. The market in order to buy goods (Other family member)","","","","","G10Xa. The market in order to buy goods (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","28","60.22","0","NaN","0","56","84.34","0","NaN","0","21","64.82","0","NaN","0","105","77.1","0","NaN"
"Other family member","11","39.78","0","NaN","Other family member","13","15.66","0","NaN","Other family member","13","35.18","0","NaN","Other family member","37","22.9","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xb. The market in order to sell goods (Mother)","","","","","G10Xb. The market in order to sell goods (Mother)","","","","","G10Xb. The market in order to sell goods (Mother)","","","","","G10Xb. The market in order to sell goods (Mother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","17","45.92","0","NaN","0","23","44.5","0","NaN","0","24","53.56","0","NaN","0","64","46.73","0","NaN"
"Mother","22","54.08","0","NaN","Mother","35","55.5","0","NaN","Mother","18","46.44","0","NaN","Mother","75","53.27","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xb. The market in order to sell goods (Father)","","","","","G10Xb. The market in order to sell goods (Father)","","","","","G10Xb. The market in order to sell goods (Father)","","","","","G10Xb. The market in order to sell goods (Father)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","22","54.07","0","NaN","0","26","43.12","0","NaN","0","32","66.56","0","NaN","0","80","49.52","0","NaN"
"Father","17","45.93","0","NaN","Father","32","56.88","0","NaN","Father","10","33.44","0","NaN","Father","59","50.48","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xb. The market in order to sell goods (Elder brother)","","","","","G10Xb. The market in order to sell goods (Elder brother)","","","","","G10Xb. The market in order to sell goods (Elder brother)","","","","","G10Xb. The market in order to sell goods (Elder brother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","36","97.22","0","NaN","0","46","73.16","0","NaN","0","37","76.25","0","NaN","0","119","75.94","0","NaN"
"Elder brother","3","2.78","0","NaN","Elder brother","12","26.84","0","NaN","Elder brother","5","23.75","0","NaN","Elder brother","20","24.06","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xb. The market in order to sell goods (Elder Sister)","","","","","G10Xb. The market in order to sell goods (Elder Sister)","","","","","G10Xb. The market in order to sell goods (Elder Sister)","","","","","G10Xb. The market in order to sell goods (Elder Sister)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","38","96.99","0","NaN","0","51","76.55","0","NaN","0","40","99.98","0","NaN","0","129","83.77","0","NaN"
"Elder Sister","1","3.01","0","NaN","Elder Sister","7","23.45","0","NaN","Elder Sister","2","0.02","0","NaN","Elder Sister","10","16.23","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xb. The market in order to sell goods (Other family member)","","","","","G10Xb. The market in order to sell goods (Other family member)","","","","","G10Xb. The market in order to sell goods (Other family member)","","","","","G10Xb. The market in order to sell goods (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","24","58.01","0","NaN","0","45","78.27","0","NaN","0","26","71.05","0","NaN","0","95","74.85","0","NaN"
"Other family member","15","41.99","0","NaN","Other family member","13","21.73","0","NaN","Other family member","16","28.95","0","NaN","Other family member","44","25.15","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xb. The market in order to sell goods (Other-specify)","","","","","G10Xb. The market in order to sell goods (Other-specify)","","","","","G10Xb. The market in order to sell goods (Other-specify)","","","","","G10Xb. The market in order to sell goods (Other-specify)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","35","97.81","0","NaN","0","58","100","0","NaN","0","36","97.77","0","NaN","0","129","99.3","0","NaN"
"Other-specify","2","2.19","0","NaN","Other-specify","0","0","0","NaN","Other-specify","6","2.23","0","NaN","Other-specify","8","0.7","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Mother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Mother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Mother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Mother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","17","67.97","0","NaN","0","16","44.43","0","NaN","0","14","44.18","0","NaN","0","47","45.75","0","NaN"
"Mother","14","32.03","0","NaN","Mother","26","55.57","0","NaN","Mother","16","55.82","0","NaN","Mother","56","54.25","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Father)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Father)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Father)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Father)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","23","82.95","0","NaN","0","24","66.42","0","NaN","0","21","58.59","0","NaN","0","68","64.44","0","NaN"
"Father","8","17.05","0","NaN","Father","18","33.58","0","NaN","Father","9","41.41","0","NaN","Father","35","35.56","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Elder brother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Elder brother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Elder brother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Elder brother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","27","88.91","0","NaN","0","34","79.27","0","NaN","0","29","99.88","0","NaN","0","90","87.69","0","NaN"
"Elder brother","4","11.09","0","NaN","Elder brother","8","20.73","0","NaN","Elder brother","1","0.12","0","NaN","Elder brother","13","12.31","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Elder Sister)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Elder Sister)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Elder Sister)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Elder Sister)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","30","94.03","0","NaN","0","34","74.46","0","NaN","0","29","99.88","0","NaN","0","93","85.31","0","NaN"
"Elder Sister","1","5.97","0","NaN","Elder Sister","8","25.54","0","NaN","Elder Sister","1","0.12","0","NaN","Elder Sister","10","14.69","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Other family member)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Other family member)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Other family member)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xc. A neighbor’s home (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","24","83.25","0","NaN","0","27","63.92","0","NaN","0","19","74.94","0","NaN","0","70","69.28","0","NaN"
"Other family member","7","16.75","0","NaN","Other family member","15","36.08","0","NaN","Other family member","11","25.06","0","NaN","Other family member","33","30.72","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xd. Another village or neighborhood (Mother)","","","","","G10Xd. Another village or neighborhood (Mother)","","","","","G10Xd. Another village or neighborhood (Mother)","","","","","G10Xd. Another village or neighborhood (Mother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","12","36.02","0","NaN","0","18","34.32","0","NaN","0","17","54.86","0","NaN","0","47","40.81","0","NaN"
"Mother","20","63.98","0","NaN","Mother","37","65.68","0","NaN","Mother","19","45.14","0","NaN","Mother","76","59.19","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xd. Another village or neighborhood (Father)","","","","","G10Xd. Another village or neighborhood (Father)","","","","","G10Xd. Another village or neighborhood (Father)","","","","","G10Xd. Another village or neighborhood (Father)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","19","55.21","0","NaN","0","26","59.48","0","NaN","0","23","61.77","0","NaN","0","68","59.95","0","NaN"
"Father","13","44.79","0","NaN","Father","29","40.52","0","NaN","Father","13","38.23","0","NaN","Father","55","40.05","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xd. Another village or neighborhood (Elder brother)","","","","","G10Xd. Another village or neighborhood (Elder brother)","","","","","G10Xd. Another village or neighborhood (Elder brother)","","","","","G10Xd. Another village or neighborhood (Elder brother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","30","97.2","0","NaN","0","40","69.06","0","NaN","0","35","92.58","0","NaN","0","105","77.96","0","NaN"
"Elder brother","2","2.8","0","NaN","Elder brother","15","30.94","0","NaN","Elder brother","1","7.42","0","NaN","Elder brother","18","22.04","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xd. Another village or neighborhood (Elder Sister)","","","","","G10Xd. Another village or neighborhood (Elder Sister)","","","","","G10Xd. Another village or neighborhood (Elder Sister)","","","","","G10Xd. Another village or neighborhood (Elder Sister)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","32","100","0","NaN","0","46","82.44","0","NaN","0","35","99.99","0","NaN","0","113","88.9","0","NaN"
"Elder Sister","0","0","0","NaN","Elder Sister","9","17.56","0","NaN","Elder Sister","1","0.01","0","NaN","Elder Sister","10","11.1","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"G10Xd. Another village or neighborhood (Other family member)","","","","","G10Xd. Another village or neighborhood (Other family member)","","","","","G10Xd. Another village or neighborhood (Other family member)","","","","","G10Xd. Another village or neighborhood (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","23","74.5","0","NaN","0","40","72.34","0","NaN","0","22","59.08","0","NaN","0","85","68.33","0","NaN"
"Other family member","9","25.5","0","NaN","Other family member","15","27.66","0","NaN","Other family member","14","40.92","0","NaN","Other family member","38","31.67","0","NaN"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Mother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Mother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Mother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Mother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","19","65.89","0","NaN","0","20","44.74","0","NaN","0","22","62.09","1","100","0","61","50.87","1","100"
"Mother","14","34.11","0","NaN","Mother","28","55.26","0","NaN","Mother","13","37.91","0","0","Mother","55","49.13","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Father)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Father)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Father)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Father)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","21","72.62","0","NaN","0","27","63.84","0","NaN","0","25","37.32","1","100","0","73","57.28","1","100"
"Father","12","27.38","0","NaN","Father","21","36.16","0","NaN","Father","10","62.68","0","0","Father","43","42.72","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Elder brother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Elder brother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Elder brother)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Elder brother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","29","89.81","0","NaN","0","38","74.55","0","NaN","0","33","90.65","1","100","0","100","79.94","1","100"
"Elder brother","4","10.19","0","NaN","Elder brother","10","25.45","0","NaN","Elder brother","2","9.35","0","0","Elder brother","16","20.06","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Elder Sister)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Elder Sister)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Elder Sister)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Elder Sister)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","33","100","0","NaN","0","38","75.84","0","NaN","0","33","99.62","1","100","0","104","83.91","1","100"
"Elder Sister","0","0","0","NaN","Elder Sister","10","24.16","0","NaN","Elder Sister","2","0.38","0","0","Elder Sister","12","16.09","0","0"
"","","","","","","","","","","","","","","","","","","",""
"Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Other family member)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Other family member)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Other family member)","","","","","Who prevented you from going to this place?(Select all that apply)  G10Xe. A bank or other formal financial institution (Other family member)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
"0","24","57.51","0","NaN","0","32","70.94","0","NaN","0","22","91.72","0","0","0","78","75.63","0","0"
"Other family member","9","42.49","0","NaN","Other family member","16","29.06","0","NaN","Other family member","13","8.28","1","100","Other family member","38","24.37","1","100"
"","","","","","","","","","","","","","","","","","","",""
"G10Xf. A place outside the home where you work for money (Mother)","","","","","G10Xf. A place outside the home where you work for money (Mother)","","","","","G10Xf. A place outside the home where you work for money (Mother)","","","","","G10Xf. A place outside the home where you work for money (Mother)","","","",""
"","","","","","","","","","","","","","","","","","","",""
"Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)","Categories","Female (N)","Female (%)","Male (N)","Male (%)"
